"","GEOID","county","state","variable","estimate","moe","variable_description","county_state"
"678","17165","Saline","Illinois","B19301_001",23690,1208,"Income Per Capita","Saline, Illinois"
"679","17167","Sangamon","Illinois","B19301_001",34548,671,"Income Per Capita","Sangamon, Illinois"
"680","17169","Schuyler","Illinois","B19301_001",23068,2636,"Income Per Capita","Schuyler, Illinois"
"681","17171","Scott","Illinois","B19301_001",27218,2720,"Income Per Capita","Scott, Illinois"
"682","17173","Shelby","Illinois","B19301_001",25320,845,"Income Per Capita","Shelby, Illinois"
"683","17175","Stark","Illinois","B19301_001",30225,2643,"Income Per Capita","Stark, Illinois"
"684","17177","Stephenson","Illinois","B19301_001",27453,1001,"Income Per Capita","Stephenson, Illinois"
"685","17179","Tazewell","Illinois","B19301_001",33077,925,"Income Per Capita","Tazewell, Illinois"
"686","17181","Union","Illinois","B19301_001",25416,1484,"Income Per Capita","Union, Illinois"
"687","17183","Vermilion","Illinois","B19301_001",24272,653,"Income Per Capita","Vermilion, Illinois"
"688","17185","Wabash","Illinois","B19301_001",26850,2229,"Income Per Capita","Wabash, Illinois"
"689","17187","Warren","Illinois","B19301_001",26082,1641,"Income Per Capita","Warren, Illinois"
"690","17189","Washington","Illinois","B19301_001",32394,2150,"Income Per Capita","Washington, Illinois"
"691","17191","Wayne","Illinois","B19301_001",26362,1099,"Income Per Capita","Wayne, Illinois"
"692","17193","White","Illinois","B19301_001",25859,1451,"Income Per Capita","White, Illinois"
"693","17195","Whiteside","Illinois","B19301_001",29167,1043,"Income Per Capita","Whiteside, Illinois"
"694","17197","Will","Illinois","B19301_001",35259,366,"Income Per Capita","Will, Illinois"
"695","17199","Williamson","Illinois","B19301_001",26756,1021,"Income Per Capita","Williamson, Illinois"
"696","17201","Winnebago","Illinois","B19301_001",28250,544,"Income Per Capita","Winnebago, Illinois"
"697","17203","Woodford","Illinois","B19301_001",35104,1522,"Income Per Capita","Woodford, Illinois"
"698","18001","Adams","Indiana","B19301_001",22514,1020,"Income Per Capita","Adams, Indiana"
"699","18003","Allen","Indiana","B19301_001",28239,485,"Income Per Capita","Allen, Indiana"
"700","18005","Bartholomew","Indiana","B19301_001",30515,794,"Income Per Capita","Bartholomew, Indiana"
"701","18007","Benton","Indiana","B19301_001",23322,1290,"Income Per Capita","Benton, Indiana"
"702","18009","Blackford","Indiana","B19301_001",24663,2366,"Income Per Capita","Blackford, Indiana"
"703","18011","Boone","Indiana","B19301_001",44712,1995,"Income Per Capita","Boone, Indiana"
"704","18013","Brown","Indiana","B19301_001",33617,3094,"Income Per Capita","Brown, Indiana"
"705","18015","Carroll","Indiana","B19301_001",28430,1243,"Income Per Capita","Carroll, Indiana"
"706","18017","Cass","Indiana","B19301_001",23918,1038,"Income Per Capita","Cass, Indiana"
"707","18019","Clark","Indiana","B19301_001",28525,773,"Income Per Capita","Clark, Indiana"
"708","18021","Clay","Indiana","B19301_001",25290,1089,"Income Per Capita","Clay, Indiana"
"709","18023","Clinton","Indiana","B19301_001",24276,964,"Income Per Capita","Clinton, Indiana"
"710","18025","Crawford","Indiana","B19301_001",21021,1724,"Income Per Capita","Crawford, Indiana"
"711","18027","Daviess","Indiana","B19301_001",22548,773,"Income Per Capita","Daviess, Indiana"
"712","18029","Dearborn","Indiana","B19301_001",29891,979,"Income Per Capita","Dearborn, Indiana"
"713","18031","Decatur","Indiana","B19301_001",26515,1070,"Income Per Capita","Decatur, Indiana"
"714","18033","DeKalb","Indiana","B19301_001",27036,1230,"Income Per Capita","DeKalb, Indiana"
"715","18035","Delaware","Indiana","B19301_001",24234,875,"Income Per Capita","Delaware, Indiana"
"716","18037","Dubois","Indiana","B19301_001",28932,1502,"Income Per Capita","Dubois, Indiana"
"717","18039","Elkhart","Indiana","B19301_001",25075,527,"Income Per Capita","Elkhart, Indiana"
"718","18041","Fayette","Indiana","B19301_001",23627,1351,"Income Per Capita","Fayette, Indiana"
"719","18043","Floyd","Indiana","B19301_001",32299,1110,"Income Per Capita","Floyd, Indiana"
"720","18045","Fountain","Indiana","B19301_001",26721,1764,"Income Per Capita","Fountain, Indiana"
"721","18047","Franklin","Indiana","B19301_001",27557,1554,"Income Per Capita","Franklin, Indiana"
"722","18049","Fulton","Indiana","B19301_001",25106,1605,"Income Per Capita","Fulton, Indiana"
"723","18051","Gibson","Indiana","B19301_001",27137,1118,"Income Per Capita","Gibson, Indiana"
"724","18053","Grant","Indiana","B19301_001",21739,598,"Income Per Capita","Grant, Indiana"
"725","18055","Greene","Indiana","B19301_001",24309,733,"Income Per Capita","Greene, Indiana"
"726","18057","Hamilton","Indiana","B19301_001",46597,1101,"Income Per Capita","Hamilton, Indiana"
"727","18059","Hancock","Indiana","B19301_001",32730,1085,"Income Per Capita","Hancock, Indiana"
"728","18061","Harrison","Indiana","B19301_001",27211,1116,"Income Per Capita","Harrison, Indiana"
"729","18063","Hendricks","Indiana","B19301_001",34689,1018,"Income Per Capita","Hendricks, Indiana"
"730","18065","Henry","Indiana","B19301_001",23851,1126,"Income Per Capita","Henry, Indiana"
"731","18067","Howard","Indiana","B19301_001",27297,748,"Income Per Capita","Howard, Indiana"
"732","18069","Huntington","Indiana","B19301_001",25386,702,"Income Per Capita","Huntington, Indiana"
"733","18071","Jackson","Indiana","B19301_001",24522,1043,"Income Per Capita","Jackson, Indiana"
"734","18073","Jasper","Indiana","B19301_001",26415,797,"Income Per Capita","Jasper, Indiana"
"735","18075","Jay","Indiana","B19301_001",22470,2129,"Income Per Capita","Jay, Indiana"
"736","18077","Jefferson","Indiana","B19301_001",26060,1877,"Income Per Capita","Jefferson, Indiana"
"737","18079","Jennings","Indiana","B19301_001",23490,1005,"Income Per Capita","Jennings, Indiana"
"738","18081","Johnson","Indiana","B19301_001",32475,974,"Income Per Capita","Johnson, Indiana"
"739","18083","Knox","Indiana","B19301_001",24581,1025,"Income Per Capita","Knox, Indiana"
"740","18085","Kosciusko","Indiana","B19301_001",28740,814,"Income Per Capita","Kosciusko, Indiana"
"741","18087","LaGrange","Indiana","B19301_001",23626,1085,"Income Per Capita","LaGrange, Indiana"
"742","18089","Lake","Indiana","B19301_001",27660,395,"Income Per Capita","Lake, Indiana"
"743","18091","LaPorte","Indiana","B19301_001",25865,780,"Income Per Capita","LaPorte, Indiana"
"744","18093","Lawrence","Indiana","B19301_001",25590,1014,"Income Per Capita","Lawrence, Indiana"
"745","18095","Madison","Indiana","B19301_001",24625,568,"Income Per Capita","Madison, Indiana"
"746","18097","Marion","Indiana","B19301_001",27251,305,"Income Per Capita","Marion, Indiana"
"747","18099","Marshall","Indiana","B19301_001",25537,954,"Income Per Capita","Marshall, Indiana"
"748","18101","Martin","Indiana","B19301_001",25676,1653,"Income Per Capita","Martin, Indiana"
"749","18103","Miami","Indiana","B19301_001",22871,974,"Income Per Capita","Miami, Indiana"
"750","18105","Monroe","Indiana","B19301_001",27461,877,"Income Per Capita","Monroe, Indiana"
"751","18107","Montgomery","Indiana","B19301_001",26184,788,"Income Per Capita","Montgomery, Indiana"
"752","18109","Morgan","Indiana","B19301_001",28633,788,"Income Per Capita","Morgan, Indiana"
"753","18111","Newton","Indiana","B19301_001",25366,1331,"Income Per Capita","Newton, Indiana"
"754","18113","Noble","Indiana","B19301_001",26063,1102,"Income Per Capita","Noble, Indiana"
"755","18115","Ohio","Indiana","B19301_001",29368,2022,"Income Per Capita","Ohio, Indiana"
"756","18117","Orange","Indiana","B19301_001",23317,1222,"Income Per Capita","Orange, Indiana"
"757","18119","Owen","Indiana","B19301_001",24129,1035,"Income Per Capita","Owen, Indiana"
"758","18121","Parke","Indiana","B19301_001",23052,1912,"Income Per Capita","Parke, Indiana"
"759","18123","Perry","Indiana","B19301_001",24540,1025,"Income Per Capita","Perry, Indiana"
"760","18125","Pike","Indiana","B19301_001",26584,1213,"Income Per Capita","Pike, Indiana"
"761","18127","Porter","Indiana","B19301_001",32943,786,"Income Per Capita","Porter, Indiana"
"762","18129","Posey","Indiana","B19301_001",30572,1519,"Income Per Capita","Posey, Indiana"
"763","18131","Pulaski","Indiana","B19301_001",24695,1563,"Income Per Capita","Pulaski, Indiana"
"764","18133","Putnam","Indiana","B19301_001",24627,1284,"Income Per Capita","Putnam, Indiana"
"765","18135","Randolph","Indiana","B19301_001",23539,1098,"Income Per Capita","Randolph, Indiana"
"766","18137","Ripley","Indiana","B19301_001",27423,1292,"Income Per Capita","Ripley, Indiana"
"767","18139","Rush","Indiana","B19301_001",24900,1699,"Income Per Capita","Rush, Indiana"
"768","18141","St","County","B19301_001",27338,541,"Income Per Capita","St, County"
"769","18143","Scott","Indiana","B19301_001",22688,1215,"Income Per Capita","Scott, Indiana"
"770","18145","Shelby","Indiana","B19301_001",28491,973,"Income Per Capita","Shelby, Indiana"
"771","18147","Spencer","Indiana","B19301_001",29999,3630,"Income Per Capita","Spencer, Indiana"
"772","18149","Starke","Indiana","B19301_001",23282,1597,"Income Per Capita","Starke, Indiana"
"773","18151","Steuben","Indiana","B19301_001",28429,1093,"Income Per Capita","Steuben, Indiana"
"774","18153","Sullivan","Indiana","B19301_001",22976,1583,"Income Per Capita","Sullivan, Indiana"
"775","18155","Switzerland","Indiana","B19301_001",23347,1810,"Income Per Capita","Switzerland, Indiana"
"776","18157","Tippecanoe","Indiana","B19301_001",26262,610,"Income Per Capita","Tippecanoe, Indiana"
"777","18159","Tipton","Indiana","B19301_001",30026,1843,"Income Per Capita","Tipton, Indiana"
"778","18161","Union","Indiana","B19301_001",24040,1703,"Income Per Capita","Union, Indiana"
"779","18163","Vanderburgh","Indiana","B19301_001",28320,868,"Income Per Capita","Vanderburgh, Indiana"
"780","18165","Vermillion","Indiana","B19301_001",25143,1577,"Income Per Capita","Vermillion, Indiana"
"781","18167","Vigo","Indiana","B19301_001",24254,779,"Income Per Capita","Vigo, Indiana"
"782","18169","Wabash","Indiana","B19301_001",25228,1174,"Income Per Capita","Wabash, Indiana"
"783","18171","Warren","Indiana","B19301_001",29408,2035,"Income Per Capita","Warren, Indiana"
"784","18173","Warrick","Indiana","B19301_001",35915,1234,"Income Per Capita","Warrick, Indiana"
"785","18175","Washington","Indiana","B19301_001",24048,1206,"Income Per Capita","Washington, Indiana"
"786","18177","Wayne","Indiana","B19301_001",25460,1119,"Income Per Capita","Wayne, Indiana"
"787","18179","Wells","Indiana","B19301_001",27106,1012,"Income Per Capita","Wells, Indiana"
"788","18181","White","Indiana","B19301_001",27621,953,"Income Per Capita","White, Indiana"
"789","18183","Whitley","Indiana","B19301_001",30144,1318,"Income Per Capita","Whitley, Indiana"
"790","19001","Adair","Iowa","B19301_001",29984,2012,"Income Per Capita","Adair, Iowa"
"791","19003","Adams","Iowa","B19301_001",27824,1928,"Income Per Capita","Adams, Iowa"
"792","19005","Allamakee","Iowa","B19301_001",27741,1496,"Income Per Capita","Allamakee, Iowa"
"793","19007","Appanoose","Iowa","B19301_001",27546,3315,"Income Per Capita","Appanoose, Iowa"
"794","19009","Audubon","Iowa","B19301_001",28957,1823,"Income Per Capita","Audubon, Iowa"
"795","19011","Benton","Iowa","B19301_001",32764,1608,"Income Per Capita","Benton, Iowa"
"796","19013","Black","County","B19301_001",29100,723,"Income Per Capita","Black, County"
"797","19015","Boone","Iowa","B19301_001",31686,1317,"Income Per Capita","Boone, Iowa"
"798","19017","Bremer","Iowa","B19301_001",32512,1150,"Income Per Capita","Bremer, Iowa"
"799","19019","Buchanan","Iowa","B19301_001",31495,2344,"Income Per Capita","Buchanan, Iowa"
"800","19021","Buena","County","B19301_001",26607,1466,"Income Per Capita","Buena, County"
"801","19023","Butler","Iowa","B19301_001",29654,1433,"Income Per Capita","Butler, Iowa"
"802","19025","Calhoun","Iowa","B19301_001",27908,1373,"Income Per Capita","Calhoun, Iowa"
"803","19027","Carroll","Iowa","B19301_001",30658,1379,"Income Per Capita","Carroll, Iowa"
"804","19029","Cass","Iowa","B19301_001",27853,1531,"Income Per Capita","Cass, Iowa"
"805","19031","Cedar","Iowa","B19301_001",32010,1240,"Income Per Capita","Cedar, Iowa"
"806","19033","Cerro","County","B19301_001",31304,1508,"Income Per Capita","Cerro, County"
"807","19035","Cherokee","Iowa","B19301_001",32667,2182,"Income Per Capita","Cherokee, Iowa"
"808","19037","Chickasaw","Iowa","B19301_001",29752,1605,"Income Per Capita","Chickasaw, Iowa"
"809","19039","Clarke","Iowa","B19301_001",26706,1696,"Income Per Capita","Clarke, Iowa"
"810","19041","Clay","Iowa","B19301_001",27811,1452,"Income Per Capita","Clay, Iowa"
"811","19043","Clayton","Iowa","B19301_001",28486,1026,"Income Per Capita","Clayton, Iowa"
"812","19045","Clinton","Iowa","B19301_001",27942,801,"Income Per Capita","Clinton, Iowa"
"813","19047","Crawford","Iowa","B19301_001",28700,4499,"Income Per Capita","Crawford, Iowa"
"814","19049","Dallas","Iowa","B19301_001",43583,1126,"Income Per Capita","Dallas, Iowa"
"815","19051","Davis","Iowa","B19301_001",26503,1738,"Income Per Capita","Davis, Iowa"
"816","19053","Decatur","Iowa","B19301_001",22037,1178,"Income Per Capita","Decatur, Iowa"
"817","19055","Delaware","Iowa","B19301_001",31300,2917,"Income Per Capita","Delaware, Iowa"
"818","19057","Des","County","B19301_001",28234,1327,"Income Per Capita","Des, County"
"819","19059","Dickinson","Iowa","B19301_001",38031,2091,"Income Per Capita","Dickinson, Iowa"
"820","19061","Dubuque","Iowa","B19301_001",31096,883,"Income Per Capita","Dubuque, Iowa"
"821","19063","Emmet","Iowa","B19301_001",30386,5023,"Income Per Capita","Emmet, Iowa"
"822","19065","Fayette","Iowa","B19301_001",28069,1496,"Income Per Capita","Fayette, Iowa"
"823","19067","Floyd","Iowa","B19301_001",27897,1553,"Income Per Capita","Floyd, Iowa"
"824","19069","Franklin","Iowa","B19301_001",27480,1930,"Income Per Capita","Franklin, Iowa"
"825","19071","Fremont","Iowa","B19301_001",29625,1510,"Income Per Capita","Fremont, Iowa"
"826","19073","Greene","Iowa","B19301_001",28413,1381,"Income Per Capita","Greene, Iowa"
"827","19075","Grundy","Iowa","B19301_001",35443,1659,"Income Per Capita","Grundy, Iowa"
"828","19077","Guthrie","Iowa","B19301_001",28953,1108,"Income Per Capita","Guthrie, Iowa"
"829","19079","Hamilton","Iowa","B19301_001",28706,1689,"Income Per Capita","Hamilton, Iowa"
"830","19081","Hancock","Iowa","B19301_001",29537,1426,"Income Per Capita","Hancock, Iowa"
"831","19083","Hardin","Iowa","B19301_001",28539,1323,"Income Per Capita","Hardin, Iowa"
"832","19085","Harrison","Iowa","B19301_001",30209,1031,"Income Per Capita","Harrison, Iowa"
"833","19087","Henry","Iowa","B19301_001",26760,1416,"Income Per Capita","Henry, Iowa"
"834","19089","Howard","Iowa","B19301_001",28828,2173,"Income Per Capita","Howard, Iowa"
"835","19091","Humboldt","Iowa","B19301_001",29882,2355,"Income Per Capita","Humboldt, Iowa"
"836","19093","Ida","Iowa","B19301_001",32562,2974,"Income Per Capita","Ida, Iowa"
"837","19095","Iowa","Iowa","B19301_001",32663,2684,"Income Per Capita","Iowa, Iowa"
"838","19097","Jackson","Iowa","B19301_001",29207,1190,"Income Per Capita","Jackson, Iowa"
"839","19099","Jasper","Iowa","B19301_001",27551,923,"Income Per Capita","Jasper, Iowa"
"840","19101","Jefferson","Iowa","B19301_001",26064,2638,"Income Per Capita","Jefferson, Iowa"
"841","19103","Johnson","Iowa","B19301_001",34310,1083,"Income Per Capita","Johnson, Iowa"
"842","19105","Jones","Iowa","B19301_001",28879,1453,"Income Per Capita","Jones, Iowa"
"843","19107","Keokuk","Iowa","B19301_001",28630,1937,"Income Per Capita","Keokuk, Iowa"
"844","19109","Kossuth","Iowa","B19301_001",29963,1021,"Income Per Capita","Kossuth, Iowa"
"845","19111","Lee","Iowa","B19301_001",25968,918,"Income Per Capita","Lee, Iowa"
"846","19113","Linn","Iowa","B19301_001",34289,604,"Income Per Capita","Linn, Iowa"
"847","19115","Louisa","Iowa","B19301_001",27041,1655,"Income Per Capita","Louisa, Iowa"
"848","19117","Lucas","Iowa","B19301_001",28900,3238,"Income Per Capita","Lucas, Iowa"
"849","19119","Lyon","Iowa","B19301_001",29246,1387,"Income Per Capita","Lyon, Iowa"
"850","19121","Madison","Iowa","B19301_001",33069,2864,"Income Per Capita","Madison, Iowa"
"851","19123","Mahaska","Iowa","B19301_001",27061,1485,"Income Per Capita","Mahaska, Iowa"
"852","19125","Marion","Iowa","B19301_001",28832,1199,"Income Per Capita","Marion, Iowa"
"853","19127","Marshall","Iowa","B19301_001",26516,900,"Income Per Capita","Marshall, Iowa"
"854","19129","Mills","Iowa","B19301_001",32867,1730,"Income Per Capita","Mills, Iowa"
"855","19131","Mitchell","Iowa","B19301_001",28898,1641,"Income Per Capita","Mitchell, Iowa"
"856","19133","Monona","Iowa","B19301_001",27862,1413,"Income Per Capita","Monona, Iowa"
"857","19135","Monroe","Iowa","B19301_001",26469,2935,"Income Per Capita","Monroe, Iowa"
"858","19137","Montgomery","Iowa","B19301_001",28780,3702,"Income Per Capita","Montgomery, Iowa"
"859","19139","Muscatine","Iowa","B19301_001",28137,1231,"Income Per Capita","Muscatine, Iowa"
"860","19141","O","County","B19301_001",29901,2014,"Income Per Capita","O, County"
"861","19143","Osceola","Iowa","B19301_001",28843,1565,"Income Per Capita","Osceola, Iowa"
"862","19145","Page","Iowa","B19301_001",26767,1870,"Income Per Capita","Page, Iowa"
"863","19147","Palo","County","B19301_001",28843,1577,"Income Per Capita","Palo, County"
"864","19149","Plymouth","Iowa","B19301_001",32028,1267,"Income Per Capita","Plymouth, Iowa"
"865","19151","Pocahontas","Iowa","B19301_001",27984,1204,"Income Per Capita","Pocahontas, Iowa"
"866","19153","Polk","Iowa","B19301_001",34474,618,"Income Per Capita","Polk, Iowa"
"867","19155","Pottawattamie","Iowa","B19301_001",29729,668,"Income Per Capita","Pottawattamie, Iowa"
"868","19157","Poweshiek","Iowa","B19301_001",30711,1540,"Income Per Capita","Poweshiek, Iowa"
"869","19159","Ringgold","Iowa","B19301_001",29759,2926,"Income Per Capita","Ringgold, Iowa"
"870","19161","Sac","Iowa","B19301_001",30750,1462,"Income Per Capita","Sac, Iowa"
"871","19163","Scott","Iowa","B19301_001",31873,757,"Income Per Capita","Scott, Iowa"
"872","19165","Shelby","Iowa","B19301_001",31283,1839,"Income Per Capita","Shelby, Iowa"
"873","19167","Sioux","Iowa","B19301_001",28467,1099,"Income Per Capita","Sioux, Iowa"
"874","19169","Story","Iowa","B19301_001",28034,725,"Income Per Capita","Story, Iowa"
"875","19171","Tama","Iowa","B19301_001",27255,984,"Income Per Capita","Tama, Iowa"
"876","19173","Taylor","Iowa","B19301_001",27672,2177,"Income Per Capita","Taylor, Iowa"
"877","19175","Union","Iowa","B19301_001",26216,1233,"Income Per Capita","Union, Iowa"
"878","19177","Van","County","B19301_001",27468,2752,"Income Per Capita","Van, County"
"879","19179","Wapello","Iowa","B19301_001",24864,1387,"Income Per Capita","Wapello, Iowa"
"880","19181","Warren","Iowa","B19301_001",34570,1052,"Income Per Capita","Warren, Iowa"
"881","19183","Washington","Iowa","B19301_001",29857,1424,"Income Per Capita","Washington, Iowa"
"882","19185","Wayne","Iowa","B19301_001",25560,2710,"Income Per Capita","Wayne, Iowa"
"883","19187","Webster","Iowa","B19301_001",25243,993,"Income Per Capita","Webster, Iowa"
"884","19189","Winnebago","Iowa","B19301_001",27117,1313,"Income Per Capita","Winnebago, Iowa"
"885","19191","Winneshiek","Iowa","B19301_001",30706,1233,"Income Per Capita","Winneshiek, Iowa"
"886","19193","Woodbury","Iowa","B19301_001",27430,832,"Income Per Capita","Woodbury, Iowa"
"887","19195","Worth","Iowa","B19301_001",29482,1578,"Income Per Capita","Worth, Iowa"
"888","19197","Wright","Iowa","B19301_001",28317,1420,"Income Per Capita","Wright, Iowa"
"889","20001","Allen","Kansas","B19301_001",23454,1581,"Income Per Capita","Allen, Kansas"
"890","20003","Anderson","Kansas","B19301_001",23210,1843,"Income Per Capita","Anderson, Kansas"
"891","20005","Atchison","Kansas","B19301_001",24224,1658,"Income Per Capita","Atchison, Kansas"
"892","20007","Barber","Kansas","B19301_001",28984,2884,"Income Per Capita","Barber, Kansas"
"893","20009","Barton","Kansas","B19301_001",27133,1544,"Income Per Capita","Barton, Kansas"
"894","20011","Bourbon","Kansas","B19301_001",22822,1573,"Income Per Capita","Bourbon, Kansas"
"895","20013","Brown","Kansas","B19301_001",25306,1336,"Income Per Capita","Brown, Kansas"
"896","20015","Butler","Kansas","B19301_001",28759,865,"Income Per Capita","Butler, Kansas"
"897","20017","Chase","Kansas","B19301_001",25105,2637,"Income Per Capita","Chase, Kansas"
"898","20019","Chautauqua","Kansas","B19301_001",24496,2320,"Income Per Capita","Chautauqua, Kansas"
"899","20021","Cherokee","Kansas","B19301_001",21635,1064,"Income Per Capita","Cherokee, Kansas"
"900","20023","Cheyenne","Kansas","B19301_001",28467,2410,"Income Per Capita","Cheyenne, Kansas"
"901","20025","Clark","Kansas","B19301_001",27896,2410,"Income Per Capita","Clark, Kansas"
"902","20027","Clay","Kansas","B19301_001",32110,4024,"Income Per Capita","Clay, Kansas"
"903","20029","Cloud","Kansas","B19301_001",26515,3417,"Income Per Capita","Cloud, Kansas"
"904","20031","Coffey","Kansas","B19301_001",32112,1385,"Income Per Capita","Coffey, Kansas"
"905","20033","Comanche","Kansas","B19301_001",30171,3032,"Income Per Capita","Comanche, Kansas"
"906","20035","Cowley","Kansas","B19301_001",23778,899,"Income Per Capita","Cowley, Kansas"
"907","20037","Crawford","Kansas","B19301_001",22461,839,"Income Per Capita","Crawford, Kansas"
"908","20039","Decatur","Kansas","B19301_001",30208,3974,"Income Per Capita","Decatur, Kansas"
"909","20041","Dickinson","Kansas","B19301_001",26201,1594,"Income Per Capita","Dickinson, Kansas"
"910","20043","Doniphan","Kansas","B19301_001",25297,1445,"Income Per Capita","Doniphan, Kansas"
"911","20045","Douglas","Kansas","B19301_001",30315,932,"Income Per Capita","Douglas, Kansas"
"912","20047","Edwards","Kansas","B19301_001",27309,1665,"Income Per Capita","Edwards, Kansas"
"913","20049","Elk","Kansas","B19301_001",22437,1705,"Income Per Capita","Elk, Kansas"
"914","20051","Ellis","Kansas","B19301_001",29810,2454,"Income Per Capita","Ellis, Kansas"
"915","20053","Ellsworth","Kansas","B19301_001",25161,1904,"Income Per Capita","Ellsworth, Kansas"
"916","20055","Finney","Kansas","B19301_001",23637,1231,"Income Per Capita","Finney, Kansas"
"917","20057","Ford","Kansas","B19301_001",23348,949,"Income Per Capita","Ford, Kansas"
"918","20059","Franklin","Kansas","B19301_001",26757,1340,"Income Per Capita","Franklin, Kansas"
"919","20061","Geary","Kansas","B19301_001",22797,809,"Income Per Capita","Geary, Kansas"
"920","20063","Gove","Kansas","B19301_001",28247,2069,"Income Per Capita","Gove, Kansas"
"921","20065","Graham","Kansas","B19301_001",26685,2265,"Income Per Capita","Graham, Kansas"
"922","20067","Grant","Kansas","B19301_001",25788,2372,"Income Per Capita","Grant, Kansas"
"923","20069","Gray","Kansas","B19301_001",28878,1611,"Income Per Capita","Gray, Kansas"
"924","20071","Greeley","Kansas","B19301_001",23668,2694,"Income Per Capita","Greeley, Kansas"
"925","20073","Greenwood","Kansas","B19301_001",27639,1996,"Income Per Capita","Greenwood, Kansas"
"926","20075","Hamilton","Kansas","B19301_001",20723,2210,"Income Per Capita","Hamilton, Kansas"
"927","20077","Harper","Kansas","B19301_001",26105,1992,"Income Per Capita","Harper, Kansas"
"928","20079","Harvey","Kansas","B19301_001",27305,1151,"Income Per Capita","Harvey, Kansas"
"929","20081","Haskell","Kansas","B19301_001",25417,2688,"Income Per Capita","Haskell, Kansas"
"930","20083","Hodgeman","Kansas","B19301_001",28514,2164,"Income Per Capita","Hodgeman, Kansas"
"931","20085","Jackson","Kansas","B19301_001",27950,1409,"Income Per Capita","Jackson, Kansas"
"932","20087","Jefferson","Kansas","B19301_001",29258,1113,"Income Per Capita","Jefferson, Kansas"
"933","20089","Jewell","Kansas","B19301_001",26908,3620,"Income Per Capita","Jewell, Kansas"
"934","20091","Johnson","Kansas","B19301_001",44986,624,"Income Per Capita","Johnson, Kansas"
"935","20093","Kearny","Kansas","B19301_001",23593,3063,"Income Per Capita","Kearny, Kansas"
"936","20095","Kingman","Kansas","B19301_001",33203,3208,"Income Per Capita","Kingman, Kansas"
"937","20097","Kiowa","Kansas","B19301_001",25623,2169,"Income Per Capita","Kiowa, Kansas"
"938","20099","Labette","Kansas","B19301_001",23524,1197,"Income Per Capita","Labette, Kansas"
"939","20101","Lane","Kansas","B19301_001",28366,2639,"Income Per Capita","Lane, Kansas"
"940","20103","Leavenworth","Kansas","B19301_001",31639,1477,"Income Per Capita","Leavenworth, Kansas"
"941","20105","Lincoln","Kansas","B19301_001",25851,2049,"Income Per Capita","Lincoln, Kansas"
"942","20107","Linn","Kansas","B19301_001",25771,1946,"Income Per Capita","Linn, Kansas"
"943","20109","Logan","Kansas","B19301_001",27883,2853,"Income Per Capita","Logan, Kansas"
"944","20111","Lyon","Kansas","B19301_001",26322,1885,"Income Per Capita","Lyon, Kansas"
"945","20113","McPherson","Kansas","B19301_001",30234,1248,"Income Per Capita","McPherson, Kansas"
"946","20115","Marion","Kansas","B19301_001",25756,1616,"Income Per Capita","Marion, Kansas"
"947","20117","Marshall","Kansas","B19301_001",27167,1508,"Income Per Capita","Marshall, Kansas"
"948","20119","Meade","Kansas","B19301_001",27273,2484,"Income Per Capita","Meade, Kansas"
"949","20121","Miami","Kansas","B19301_001",33349,1380,"Income Per Capita","Miami, Kansas"
"950","20123","Mitchell","Kansas","B19301_001",24732,1994,"Income Per Capita","Mitchell, Kansas"
"951","20125","Montgomery","Kansas","B19301_001",24103,1268,"Income Per Capita","Montgomery, Kansas"
"952","20127","Morris","Kansas","B19301_001",27499,1837,"Income Per Capita","Morris, Kansas"
"953","20129","Morton","Kansas","B19301_001",23370,1751,"Income Per Capita","Morton, Kansas"
"954","20131","Nemaha","Kansas","B19301_001",29687,1681,"Income Per Capita","Nemaha, Kansas"
"955","20133","Neosho","Kansas","B19301_001",23934,1949,"Income Per Capita","Neosho, Kansas"
"956","20135","Ness","Kansas","B19301_001",31912,3565,"Income Per Capita","Ness, Kansas"
"957","20137","Norton","Kansas","B19301_001",26953,6777,"Income Per Capita","Norton, Kansas"
"958","20139","Osage","Kansas","B19301_001",27026,1367,"Income Per Capita","Osage, Kansas"
"959","20141","Osborne","Kansas","B19301_001",28748,2362,"Income Per Capita","Osborne, Kansas"
"960","20143","Ottawa","Kansas","B19301_001",27610,2169,"Income Per Capita","Ottawa, Kansas"
"961","20145","Pawnee","Kansas","B19301_001",22925,2442,"Income Per Capita","Pawnee, Kansas"
"962","20147","Phillips","Kansas","B19301_001",27140,1914,"Income Per Capita","Phillips, Kansas"
"963","20149","Pottawatomie","Kansas","B19301_001",28070,1328,"Income Per Capita","Pottawatomie, Kansas"
"964","20151","Pratt","Kansas","B19301_001",27050,1674,"Income Per Capita","Pratt, Kansas"
"965","20153","Rawlins","Kansas","B19301_001",27840,2094,"Income Per Capita","Rawlins, Kansas"
"966","20155","Reno","Kansas","B19301_001",26190,794,"Income Per Capita","Reno, Kansas"
"967","20157","Republic","Kansas","B19301_001",28901,2026,"Income Per Capita","Republic, Kansas"
"968","20159","Rice","Kansas","B19301_001",23971,1217,"Income Per Capita","Rice, Kansas"
"969","20161","Riley","Kansas","B19301_001",26883,928,"Income Per Capita","Riley, Kansas"
"970","20163","Rooks","Kansas","B19301_001",25072,1319,"Income Per Capita","Rooks, Kansas"
"971","20165","Rush","Kansas","B19301_001",25590,1695,"Income Per Capita","Rush, Kansas"
"972","20167","Russell","Kansas","B19301_001",26300,1923,"Income Per Capita","Russell, Kansas"
