"","GEOID","county","state","variable","estimate","moe","variable_description","county_state"
"1761","32029","Storey","Nevada","B19301_001",35887,4842,"Income Per Capita","Storey, Nevada"
"1762","32031","Washoe","Nevada","B19301_001",33546,466,"Income Per Capita","Washoe, Nevada"
"1763","32033","White","County","B19301_001",26412,2378,"Income Per Capita","White, County"
"1764","32510","Carson","Nevada","B19301_001",29767,1035,"Income Per Capita","Carson, Nevada"
"1765","33001","Belknap","New","B19301_001",35382,1117,"Income Per Capita","Belknap, New"
"1766","33003","Carroll","New","B19301_001",36033,1503,"Income Per Capita","Carroll, New"
"1767","33005","Cheshire","New","B19301_001",34136,1384,"Income Per Capita","Cheshire, New"
"1768","33007","Coos","New","B19301_001",26535,747,"Income Per Capita","Coos, New"
"1769","33009","Grafton","New","B19301_001",36619,1113,"Income Per Capita","Grafton, New"
"1770","33011","Hillsborough","New","B19301_001",39478,513,"Income Per Capita","Hillsborough, New"
"1771","33013","Merrimack","New","B19301_001",36148,700,"Income Per Capita","Merrimack, New"
"1772","33015","Rockingham","New","B19301_001",45242,636,"Income Per Capita","Rockingham, New"
"1773","33017","Strafford","New","B19301_001",34161,891,"Income Per Capita","Strafford, New"
"1774","33019","Sullivan","New","B19301_001",31668,1182,"Income Per Capita","Sullivan, New"
"1775","34001","Atlantic","New","B19301_001",31366,538,"Income Per Capita","Atlantic, New"
"1776","34003","Bergen","New","B19301_001",48426,557,"Income Per Capita","Bergen, New"
"1777","34005","Burlington","New","B19301_001",41517,527,"Income Per Capita","Burlington, New"
"1778","34007","Camden","New","B19301_001",34280,461,"Income Per Capita","Camden, New"
"1779","34009","Cape","County","B19301_001",38496,1391,"Income Per Capita","Cape, County"
"1780","34011","Cumberland","New","B19301_001",23946,584,"Income Per Capita","Cumberland, New"
"1781","34013","Essex","New","B19301_001",37141,421,"Income Per Capita","Essex, New"
"1782","34015","Gloucester","New","B19301_001",37888,572,"Income Per Capita","Gloucester, New"
"1783","34017","Hudson","New","B19301_001",38147,459,"Income Per Capita","Hudson, New"
"1784","34019","Hunterdon","New","B19301_001",54984,1292,"Income Per Capita","Hunterdon, New"
"1785","34021","Mercer","New","B19301_001",42155,839,"Income Per Capita","Mercer, New"
"1786","34023","Middlesex","New","B19301_001",38140,377,"Income Per Capita","Middlesex, New"
"1787","34025","Monmouth","New","B19301_001",48959,656,"Income Per Capita","Monmouth, New"
"1788","34027","Morris","New","B19301_001",55826,740,"Income Per Capita","Morris, New"
"1789","34029","Ocean","New","B19301_001",34784,468,"Income Per Capita","Ocean, New"
"1790","34031","Passaic","New","B19301_001",30800,406,"Income Per Capita","Passaic, New"
"1791","34033","Salem","New","B19301_001",32526,1578,"Income Per Capita","Salem, New"
"1792","34035","Somerset","New","B19301_001",54393,826,"Income Per Capita","Somerset, New"
"1793","34037","Sussex","New","B19301_001",42639,964,"Income Per Capita","Sussex, New"
"1794","34039","Union","New","B19301_001",40201,572,"Income Per Capita","Union, New"
"1795","34041","Warren","New","B19301_001",38132,785,"Income Per Capita","Warren, New"
"1796","35001","Bernalillo","New","B19301_001",29415,381,"Income Per Capita","Bernalillo, New"
"1797","35003","Catron","New","B19301_001",20767,3181,"Income Per Capita","Catron, New"
"1798","35005","Chaves","New","B19301_001",21356,890,"Income Per Capita","Chaves, New"
"1799","35006","Cibola","New","B19301_001",18514,1406,"Income Per Capita","Cibola, New"
"1800","35007","Colfax","New","B19301_001",22293,1302,"Income Per Capita","Colfax, New"
"1801","35009","Curry","New","B19301_001",23729,1693,"Income Per Capita","Curry, New"
"1802","35011","De","County","B19301_001",19215,2856,"Income Per Capita","De, County"
"1803","35013","Do","Ana","B19301_001",21300,627,"Income Per Capita","Do, Ana"
"1804","35015","Eddy","New","B19301_001",28957,1095,"Income Per Capita","Eddy, New"
"1805","35017","Grant","New","B19301_001",24913,1997,"Income Per Capita","Grant, New"
"1806","35019","Guadalupe","New","B19301_001",17930,1851,"Income Per Capita","Guadalupe, New"
"1807","35021","Harding","New","B19301_001",32424,9156,"Income Per Capita","Harding, New"
"1808","35023","Hidalgo","New","B19301_001",20275,2861,"Income Per Capita","Hidalgo, New"
"1809","35025","Lea","New","B19301_001",24879,1161,"Income Per Capita","Lea, New"
"1810","35027","Lincoln","New","B19301_001",26534,2441,"Income Per Capita","Lincoln, New"
"1811","35028","Los","County","B19301_001",56410,2993,"Income Per Capita","Los, County"
"1812","35029","Luna","New","B19301_001",16496,1091,"Income Per Capita","Luna, New"
"1813","35031","McKinley","New","B19301_001",15278,658,"Income Per Capita","McKinley, New"
"1814","35033","Mora","New","B19301_001",17689,3167,"Income Per Capita","Mora, New"
"1815","35035","Otero","New","B19301_001",22477,1688,"Income Per Capita","Otero, New"
"1816","35037","Quay","New","B19301_001",18637,1658,"Income Per Capita","Quay, New"
"1817","35039","Rio","County","B19301_001",NA,NA,"Income Per Capita","Rio, County"
"1818","35041","Roosevelt","New","B19301_001",19849,1316,"Income Per Capita","Roosevelt, New"
"1819","35043","Sandoval","New","B19301_001",27549,634,"Income Per Capita","Sandoval, New"
"1820","35045","San","County","B19301_001",23206,668,"Income Per Capita","San, County"
"1821","35047","San","County","B19301_001",20285,1651,"Income Per Capita","San, County"
"1822","35049","Santa","County","B19301_001",37080,759,"Income Per Capita","Santa, County"
"1823","35051","Sierra","New","B19301_001",25389,4306,"Income Per Capita","Sierra, New"
"1824","35053","Socorro","New","B19301_001",17464,1401,"Income Per Capita","Socorro, New"
"1825","35055","Taos","New","B19301_001",23642,1395,"Income Per Capita","Taos, New"
"1826","35057","Torrance","New","B19301_001",20072,1456,"Income Per Capita","Torrance, New"
"1827","35059","Union","New","B19301_001",23968,4253,"Income Per Capita","Union, New"
"1828","35061","Valencia","New","B19301_001",21934,992,"Income Per Capita","Valencia, New"
"1829","36001","Albany","New","B19301_001",36454,542,"Income Per Capita","Albany, New"
"1830","36003","Allegany","New","B19301_001",23030,577,"Income Per Capita","Allegany, New"
"1831","36005","Bronx","New","B19301_001",20850,261,"Income Per Capita","Bronx, New"
"1832","36007","Broome","New","B19301_001",27744,532,"Income Per Capita","Broome, New"
"1833","36009","Cattaraugus","New","B19301_001",24628,555,"Income Per Capita","Cattaraugus, New"
"1834","36011","Cayuga","New","B19301_001",29022,714,"Income Per Capita","Cayuga, New"
"1835","36013","Chautauqua","New","B19301_001",24825,576,"Income Per Capita","Chautauqua, New"
"1836","36015","Chemung","New","B19301_001",28115,939,"Income Per Capita","Chemung, New"
"1837","36017","Chenango","New","B19301_001",26717,717,"Income Per Capita","Chenango, New"
"1838","36019","Clinton","New","B19301_001",26772,846,"Income Per Capita","Clinton, New"
"1839","36021","Columbia","New","B19301_001",35581,1190,"Income Per Capita","Columbia, New"
"1840","36023","Cortland","New","B19301_001",26979,1234,"Income Per Capita","Cortland, New"
"1841","36025","Delaware","New","B19301_001",26629,888,"Income Per Capita","Delaware, New"
"1842","36027","Dutchess","New","B19301_001",38048,621,"Income Per Capita","Dutchess, New"
"1843","36029","Erie","New","B19301_001",32347,323,"Income Per Capita","Erie, New"
"1844","36031","Essex","New","B19301_001",30273,1084,"Income Per Capita","Essex, New"
"1845","36033","Franklin","New","B19301_001",25491,896,"Income Per Capita","Franklin, New"
"1846","36035","Fulton","New","B19301_001",26875,1082,"Income Per Capita","Fulton, New"
"1847","36037","Genesee","New","B19301_001",29465,749,"Income Per Capita","Genesee, New"
"1848","36039","Greene","New","B19301_001",27271,937,"Income Per Capita","Greene, New"
"1849","36041","Hamilton","New","B19301_001",25918,1450,"Income Per Capita","Hamilton, New"
"1850","36043","Herkimer","New","B19301_001",26151,672,"Income Per Capita","Herkimer, New"
"1851","36045","Jefferson","New","B19301_001",25884,558,"Income Per Capita","Jefferson, New"
"1852","36047","Kings","New","B19301_001",31984,267,"Income Per Capita","Kings, New"
"1853","36049","Lewis","New","B19301_001",26169,838,"Income Per Capita","Lewis, New"
"1854","36051","Livingston","New","B19301_001",27073,765,"Income Per Capita","Livingston, New"
"1855","36053","Madison","New","B19301_001",28925,808,"Income Per Capita","Madison, New"
"1856","36055","Monroe","New","B19301_001",32502,349,"Income Per Capita","Monroe, New"
"1857","36057","Montgomery","New","B19301_001",25427,1102,"Income Per Capita","Montgomery, New"
"1858","36059","Nassau","New","B19301_001",49211,384,"Income Per Capita","Nassau, New"
"1859","36061","New","County","B19301_001",72832,1034,"Income Per Capita","New, County"
"1860","36063","Niagara","New","B19301_001",29824,481,"Income Per Capita","Niagara, New"
"1861","36065","Oneida","New","B19301_001",28548,647,"Income Per Capita","Oneida, New"
"1862","36067","Onondaga","New","B19301_001",32678,492,"Income Per Capita","Onondaga, New"
"1863","36069","Ontario","New","B19301_001",35121,1164,"Income Per Capita","Ontario, New"
"1864","36071","Orange","New","B19301_001",33472,424,"Income Per Capita","Orange, New"
"1865","36073","Orleans","New","B19301_001",25261,802,"Income Per Capita","Orleans, New"
"1866","36075","Oswego","New","B19301_001",27217,689,"Income Per Capita","Oswego, New"
"1867","36077","Otsego","New","B19301_001",27680,829,"Income Per Capita","Otsego, New"
"1868","36079","Putnam","New","B19301_001",45905,1680,"Income Per Capita","Putnam, New"
"1869","36081","Queens","New","B19301_001",30289,216,"Income Per Capita","Queens, New"
"1870","36083","Rensselaer","New","B19301_001",34280,711,"Income Per Capita","Rensselaer, New"
"1871","36085","Richmond","New","B19301_001",34987,569,"Income Per Capita","Richmond, New"
"1872","36087","Rockland","New","B19301_001",38076,707,"Income Per Capita","Rockland, New"
"1873","36089","St","County","B19301_001",24473,529,"Income Per Capita","St, County"
"1874","36091","Saratoga","New","B19301_001",41709,767,"Income Per Capita","Saratoga, New"
"1875","36093","Schenectady","New","B19301_001",31412,739,"Income Per Capita","Schenectady, New"
"1876","36095","Schoharie","New","B19301_001",28712,994,"Income Per Capita","Schoharie, New"
"1877","36097","Schuyler","New","B19301_001",26484,1169,"Income Per Capita","Schuyler, New"
"1878","36099","Seneca","New","B19301_001",27366,1293,"Income Per Capita","Seneca, New"
"1879","36101","Steuben","New","B19301_001",28600,763,"Income Per Capita","Steuben, New"
"1880","36103","Suffolk","New","B19301_001",42204,376,"Income Per Capita","Suffolk, New"
"1881","36105","Sullivan","New","B19301_001",29292,981,"Income Per Capita","Sullivan, New"
"1882","36107","Tioga","New","B19301_001",31330,1154,"Income Per Capita","Tioga, New"
"1883","36109","Tompkins","New","B19301_001",31464,910,"Income Per Capita","Tompkins, New"
"1884","36111","Ulster","New","B19301_001",33879,731,"Income Per Capita","Ulster, New"
"1885","36113","Warren","New","B19301_001",33605,1162,"Income Per Capita","Warren, New"
"1886","36115","Washington","New","B19301_001",27156,660,"Income Per Capita","Washington, New"
"1887","36117","Wayne","New","B19301_001",29028,768,"Income Per Capita","Wayne, New"
"1888","36119","Westchester","New","B19301_001",54572,583,"Income Per Capita","Westchester, New"
"1889","36121","Wyoming","New","B19301_001",27150,1093,"Income Per Capita","Wyoming, New"
"1890","36123","Yates","New","B19301_001",27512,1303,"Income Per Capita","Yates, New"
"1891","37001","Alamance","North","B19301_001",26215,713,"Income Per Capita","Alamance, North"
"1892","37003","Alexander","North","B19301_001",24452,1440,"Income Per Capita","Alexander, North"
"1893","37005","Alleghany","North","B19301_001",21244,1196,"Income Per Capita","Alleghany, North"
"1894","37007","Anson","North","B19301_001",20124,1215,"Income Per Capita","Anson, North"
"1895","37009","Ashe","North","B19301_001",24039,1544,"Income Per Capita","Ashe, North"
"1896","37011","Avery","North","B19301_001",20253,1899,"Income Per Capita","Avery, North"
"1897","37013","Beaufort","North","B19301_001",26233,1429,"Income Per Capita","Beaufort, North"
"1898","37015","Bertie","North","B19301_001",20430,1478,"Income Per Capita","Bertie, North"
"1899","37017","Bladen","North","B19301_001",20803,1565,"Income Per Capita","Bladen, North"
"1900","37019","Brunswick","North","B19301_001",31204,726,"Income Per Capita","Brunswick, North"
"1901","37021","Buncombe","North","B19301_001",31439,794,"Income Per Capita","Buncombe, North"
"1902","37023","Burke","North","B19301_001",23466,1099,"Income Per Capita","Burke, North"
"1903","37025","Cabarrus","North","B19301_001",31050,717,"Income Per Capita","Cabarrus, North"
"1904","37027","Caldwell","North","B19301_001",22945,856,"Income Per Capita","Caldwell, North"
"1905","37029","Camden","North","B19301_001",26951,2303,"Income Per Capita","Camden, North"
"1906","37031","Carteret","North","B19301_001",32005,880,"Income Per Capita","Carteret, North"
"1907","37033","Caswell","North","B19301_001",22982,1314,"Income Per Capita","Caswell, North"
"1908","37035","Catawba","North","B19301_001",26950,681,"Income Per Capita","Catawba, North"
"1909","37037","Chatham","North","B19301_001",39299,1746,"Income Per Capita","Chatham, North"
"1910","37039","Cherokee","North","B19301_001",22754,1140,"Income Per Capita","Cherokee, North"
"1911","37041","Chowan","North","B19301_001",24084,1948,"Income Per Capita","Chowan, North"
"1912","37043","Clay","North","B19301_001",26590,3068,"Income Per Capita","Clay, North"
"1913","37045","Cleveland","North","B19301_001",21920,900,"Income Per Capita","Cleveland, North"
"1914","37047","Columbus","North","B19301_001",22081,1488,"Income Per Capita","Columbus, North"
"1915","37049","Craven","North","B19301_001",28007,872,"Income Per Capita","Craven, North"
"1916","37051","Cumberland","North","B19301_001",24301,393,"Income Per Capita","Cumberland, North"
"1917","37053","Currituck","North","B19301_001",30017,1409,"Income Per Capita","Currituck, North"
"1918","37055","Dare","North","B19301_001",33550,1664,"Income Per Capita","Dare, North"
"1919","37057","Davidson","North","B19301_001",25109,537,"Income Per Capita","Davidson, North"
"1920","37059","Davie","North","B19301_001",29613,1749,"Income Per Capita","Davie, North"
"1921","37061","Duplin","North","B19301_001",19455,737,"Income Per Capita","Duplin, North"
"1922","37063","Durham","North","B19301_001",34063,772,"Income Per Capita","Durham, North"
"1923","37065","Edgecombe","North","B19301_001",20055,1070,"Income Per Capita","Edgecombe, North"
"1924","37067","Forsyth","North","B19301_001",29921,627,"Income Per Capita","Forsyth, North"
"1925","37069","Franklin","North","B19301_001",26273,1038,"Income Per Capita","Franklin, North"
"1926","37071","Gaston","North","B19301_001",26069,589,"Income Per Capita","Gaston, North"
"1927","37073","Gates","North","B19301_001",25334,1639,"Income Per Capita","Gates, North"
"1928","37075","Graham","North","B19301_001",19323,1739,"Income Per Capita","Graham, North"
"1929","37077","Granville","North","B19301_001",26228,879,"Income Per Capita","Granville, North"
"1930","37079","Greene","North","B19301_001",18339,1038,"Income Per Capita","Greene, North"
"1931","37081","Guilford","North","B19301_001",29708,443,"Income Per Capita","Guilford, North"
"1932","37083","Halifax","North","B19301_001",21016,1144,"Income Per Capita","Halifax, North"
"1933","37085","Harnett","North","B19301_001",23011,516,"Income Per Capita","Harnett, North"
"1934","37087","Haywood","North","B19301_001",29453,1201,"Income Per Capita","Haywood, North"
"1935","37089","Henderson","North","B19301_001",29860,763,"Income Per Capita","Henderson, North"
"1936","37091","Hertford","North","B19301_001",18918,811,"Income Per Capita","Hertford, North"
"1937","37093","Hoke","North","B19301_001",20656,721,"Income Per Capita","Hoke, North"
"1938","37095","Hyde","North","B19301_001",18433,2045,"Income Per Capita","Hyde, North"
"1939","37097","Iredell","North","B19301_001",32006,842,"Income Per Capita","Iredell, North"
"1940","37099","Jackson","North","B19301_001",24073,1226,"Income Per Capita","Jackson, North"
"1941","37101","Johnston","North","B19301_001",25847,626,"Income Per Capita","Johnston, North"
"1942","37103","Jones","North","B19301_001",21539,1661,"Income Per Capita","Jones, North"
"1943","37105","Lee","North","B19301_001",23842,860,"Income Per Capita","Lee, North"
"1944","37107","Lenoir","North","B19301_001",22361,1334,"Income Per Capita","Lenoir, North"
"1945","37109","Lincoln","North","B19301_001",29089,860,"Income Per Capita","Lincoln, North"
"1946","37111","McDowell","North","B19301_001",22725,1333,"Income Per Capita","McDowell, North"
"1947","37113","Macon","North","B19301_001",28429,1511,"Income Per Capita","Macon, North"
"1948","37115","Madison","North","B19301_001",25326,1774,"Income Per Capita","Madison, North"
"1949","37117","Martin","North","B19301_001",23269,1889,"Income Per Capita","Martin, North"
"1950","37119","Mecklenburg","North","B19301_001",37298,388,"Income Per Capita","Mecklenburg, North"
"1951","37121","Mitchell","North","B19301_001",23907,1895,"Income Per Capita","Mitchell, North"
"1952","37123","Montgomery","North","B19301_001",22760,1767,"Income Per Capita","Montgomery, North"
"1953","37125","Moore","North","B19301_001",33432,1318,"Income Per Capita","Moore, North"
"1954","37127","Nash","North","B19301_001",26980,969,"Income Per Capita","Nash, North"
"1955","37129","New","County","B19301_001",32629,723,"Income Per Capita","New, County"
"1956","37131","Northampton","North","B19301_001",20538,1193,"Income Per Capita","Northampton, North"
"1957","37133","Onslow","North","B19301_001",23783,615,"Income Per Capita","Onslow, North"
"1958","37135","Orange","North","B19301_001",40650,1803,"Income Per Capita","Orange, North"
"1959","37137","Pamlico","North","B19301_001",27026,2323,"Income Per Capita","Pamlico, North"
"1960","37139","Pasquotank","North","B19301_001",23699,1047,"Income Per Capita","Pasquotank, North"
"1961","37141","Pender","North","B19301_001",27724,1092,"Income Per Capita","Pender, North"
"1962","37143","Perquimans","North","B19301_001",25809,1823,"Income Per Capita","Perquimans, North"
"1963","37145","Person","North","B19301_001",25922,1215,"Income Per Capita","Person, North"
"1964","37147","Pitt","North","B19301_001",25722,689,"Income Per Capita","Pitt, North"
"1965","37149","Polk","North","B19301_001",30344,1772,"Income Per Capita","Polk, North"
"1966","37151","Randolph","North","B19301_001",24127,1000,"Income Per Capita","Randolph, North"
"1967","37153","Richmond","North","B19301_001",20745,870,"Income Per Capita","Richmond, North"
"1968","37155","Robeson","North","B19301_001",17881,526,"Income Per Capita","Robeson, North"
"1969","37157","Rockingham","North","B19301_001",23604,889,"Income Per Capita","Rockingham, North"
"1970","37159","Rowan","North","B19301_001",25117,754,"Income Per Capita","Rowan, North"
"1971","37161","Rutherford","North","B19301_001",22493,763,"Income Per Capita","Rutherford, North"
"1972","37163","Sampson","North","B19301_001",21950,1130,"Income Per Capita","Sampson, North"
"1973","37165","Scotland","North","B19301_001",18242,717,"Income Per Capita","Scotland, North"
"1974","37167","Stanly","North","B19301_001",24671,792,"Income Per Capita","Stanly, North"
"1975","37169","Stokes","North","B19301_001",25091,1408,"Income Per Capita","Stokes, North"
"1976","37171","Surry","North","B19301_001",23957,1012,"Income Per Capita","Surry, North"
"1977","37173","Swain","North","B19301_001",20984,1936,"Income Per Capita","Swain, North"
"1978","37175","Transylvania","North","B19301_001",27050,1503,"Income Per Capita","Transylvania, North"
"1979","37177","Tyrrell","North","B19301_001",18682,1802,"Income Per Capita","Tyrrell, North"
"1980","37179","Union","North","B19301_001",34379,831,"Income Per Capita","Union, North"
"1981","37181","Vance","North","B19301_001",23211,2895,"Income Per Capita","Vance, North"
"1982","37183","Wake","North","B19301_001",39102,390,"Income Per Capita","Wake, North"
"1983","37185","Warren","North","B19301_001",22461,1741,"Income Per Capita","Warren, North"
"1984","37187","Washington","North","B19301_001",21043,2285,"Income Per Capita","Washington, North"
"1985","37189","Watauga","North","B19301_001",24906,979,"Income Per Capita","Watauga, North"
"1986","37191","Wayne","North","B19301_001",24124,967,"Income Per Capita","Wayne, North"
"1987","37193","Wilkes","North","B19301_001",23745,1312,"Income Per Capita","Wilkes, North"
"1988","37195","Wilson","North","B19301_001",24273,921,"Income Per Capita","Wilson, North"
"1989","37197","Yadkin","North","B19301_001",23566,952,"Income Per Capita","Yadkin, North"
"1990","37199","Yancey","North","B19301_001",23264,1546,"Income Per Capita","Yancey, North"
"1991","38001","Adams","North","B19301_001",33652,2988,"Income Per Capita","Adams, North"
"1992","38003","Barnes","North","B19301_001",33868,2265,"Income Per Capita","Barnes, North"
"1993","38005","Benson","North","B19301_001",21407,1503,"Income Per Capita","Benson, North"
"1994","38007","Billings","North","B19301_001",45523,7413,"Income Per Capita","Billings, North"
"1995","38009","Bottineau","North","B19301_001",35039,2288,"Income Per Capita","Bottineau, North"
"1996","38011","Bowman","North","B19301_001",36221,3307,"Income Per Capita","Bowman, North"
"1997","38013","Burke","North","B19301_001",35806,3440,"Income Per Capita","Burke, North"
"1998","38015","Burleigh","North","B19301_001",37764,1054,"Income Per Capita","Burleigh, North"
"1999","38017","Cass","North","B19301_001",36655,1157,"Income Per Capita","Cass, North"
"2000","38019","Cavalier","North","B19301_001",43125,5192,"Income Per Capita","Cavalier, North"
"2001","38021","Dickey","North","B19301_001",32943,2543,"Income Per Capita","Dickey, North"
"2002","38023","Divide","North","B19301_001",45190,6343,"Income Per Capita","Divide, North"
"2003","38025","Dunn","North","B19301_001",44492,5602,"Income Per Capita","Dunn, North"
"2004","38027","Eddy","North","B19301_001",34565,4257,"Income Per Capita","Eddy, North"
"2005","38029","Emmons","North","B19301_001",29417,2681,"Income Per Capita","Emmons, North"
"2006","38031","Foster","North","B19301_001",33737,2421,"Income Per Capita","Foster, North"
"2007","38033","Golden","County","B19301_001",32590,4435,"Income Per Capita","Golden, County"
"2008","38035","Grand","County","B19301_001",31052,1162,"Income Per Capita","Grand, County"
"2009","38037","Grant","North","B19301_001",36287,5504,"Income Per Capita","Grant, North"
"2010","38039","Griggs","North","B19301_001",35069,3795,"Income Per Capita","Griggs, North"
"2011","38041","Hettinger","North","B19301_001",32474,3979,"Income Per Capita","Hettinger, North"
"2012","38043","Kidder","North","B19301_001",32364,4107,"Income Per Capita","Kidder, North"
"2013","38045","LaMoure","North","B19301_001",36584,2976,"Income Per Capita","LaMoure, North"
"2014","38047","Logan","North","B19301_001",33396,3225,"Income Per Capita","Logan, North"
"2015","38049","McHenry","North","B19301_001",37626,5351,"Income Per Capita","McHenry, North"
"2016","38051","McIntosh","North","B19301_001",32389,3078,"Income Per Capita","McIntosh, North"
"2017","38053","McKenzie","North","B19301_001",36798,2130,"Income Per Capita","McKenzie, North"
"2018","38055","McLean","North","B19301_001",35367,1848,"Income Per Capita","McLean, North"
"2019","38057","Mercer","North","B19301_001",38298,2926,"Income Per Capita","Mercer, North"
"2020","38059","Morton","North","B19301_001",39300,2988,"Income Per Capita","Morton, North"
"2021","38061","Mountrail","North","B19301_001",37602,4201,"Income Per Capita","Mountrail, North"
"2022","38063","Nelson","North","B19301_001",33360,3323,"Income Per Capita","Nelson, North"
"2023","38065","Oliver","North","B19301_001",33849,2945,"Income Per Capita","Oliver, North"
"2024","38067","Pembina","North","B19301_001",36251,2844,"Income Per Capita","Pembina, North"
"2025","38069","Pierce","North","B19301_001",28008,3213,"Income Per Capita","Pierce, North"
"2026","38071","Ramsey","North","B19301_001",35059,3793,"Income Per Capita","Ramsey, North"
"2027","38073","Ransom","North","B19301_001",34691,2826,"Income Per Capita","Ransom, North"
"2028","38075","Renville","North","B19301_001",33635,2919,"Income Per Capita","Renville, North"
"2029","38077","Richland","North","B19301_001",30820,1133,"Income Per Capita","Richland, North"
"2030","38079","Rolette","North","B19301_001",19295,1266,"Income Per Capita","Rolette, North"
"2031","38081","Sargent","North","B19301_001",37039,1981,"Income Per Capita","Sargent, North"
"2032","38083","Sheridan","North","B19301_001",32559,3938,"Income Per Capita","Sheridan, North"
"2033","38085","Sioux","North","B19301_001",16706,1925,"Income Per Capita","Sioux, North"
"2034","38087","Slope","North","B19301_001",37340,5115,"Income Per Capita","Slope, North"
"2035","38089","Stark","North","B19301_001",37897,1762,"Income Per Capita","Stark, North"
"2036","38091","Steele","North","B19301_001",39403,4371,"Income Per Capita","Steele, North"
"2037","38093","Stutsman","North","B19301_001",32001,1507,"Income Per Capita","Stutsman, North"
"2038","38095","Towner","North","B19301_001",36217,5003,"Income Per Capita","Towner, North"
"2039","38097","Traill","North","B19301_001",32712,2594,"Income Per Capita","Traill, North"
"2040","38099","Walsh","North","B19301_001",31366,1598,"Income Per Capita","Walsh, North"
"2041","38101","Ward","North","B19301_001",34382,1137,"Income Per Capita","Ward, North"
"2042","38103","Wells","North","B19301_001",34602,3447,"Income Per Capita","Wells, North"
"2043","38105","Williams","North","B19301_001",43824,2965,"Income Per Capita","Williams, North"
"2044","39001","Adams","Ohio","B19301_001",21543,1288,"Income Per Capita","Adams, Ohio"
"2045","39003","Allen","Ohio","B19301_001",25662,706,"Income Per Capita","Allen, Ohio"
"2046","39005","Ashland","Ohio","B19301_001",25471,781,"Income Per Capita","Ashland, Ohio"
"2047","39007","Ashtabula","Ohio","B19301_001",22817,565,"Income Per Capita","Ashtabula, Ohio"
"2048","39009","Athens","Ohio","B19301_001",20745,895,"Income Per Capita","Athens, Ohio"
"2049","39011","Auglaize","Ohio","B19301_001",29908,996,"Income Per Capita","Auglaize, Ohio"
"2050","39013","Belmont","Ohio","B19301_001",26106,836,"Income Per Capita","Belmont, Ohio"
"2051","39015","Brown","Ohio","B19301_001",25637,1003,"Income Per Capita","Brown, Ohio"
"2052","39017","Butler","Ohio","B19301_001",30777,407,"Income Per Capita","Butler, Ohio"
"2053","39019","Carroll","Ohio","B19301_001",28421,1718,"Income Per Capita","Carroll, Ohio"
"2054","39021","Champaign","Ohio","B19301_001",26515,974,"Income Per Capita","Champaign, Ohio"
"2055","39023","Clark","Ohio","B19301_001",25948,516,"Income Per Capita","Clark, Ohio"
"2056","39025","Clermont","Ohio","B19301_001",32900,665,"Income Per Capita","Clermont, Ohio"
"2057","39027","Clinton","Ohio","B19301_001",26861,1556,"Income Per Capita","Clinton, Ohio"
"2058","39029","Columbiana","Ohio","B19301_001",25853,800,"Income Per Capita","Columbiana, Ohio"
"2059","39031","Coshocton","Ohio","B19301_001",22471,701,"Income Per Capita","Coshocton, Ohio"
"2060","39033","Crawford","Ohio","B19301_001",24513,1174,"Income Per Capita","Crawford, Ohio"
"2061","39035","Cuyahoga","Ohio","B19301_001",31804,291,"Income Per Capita","Cuyahoga, Ohio"
"2062","39037","Darke","Ohio","B19301_001",26262,747,"Income Per Capita","Darke, Ohio"
"2063","39039","Defiance","Ohio","B19301_001",28491,1055,"Income Per Capita","Defiance, Ohio"
"2064","39041","Delaware","Ohio","B19301_001",47183,820,"Income Per Capita","Delaware, Ohio"
"2065","39043","Erie","Ohio","B19301_001",31677,1276,"Income Per Capita","Erie, Ohio"
"2066","39045","Fairfield","Ohio","B19301_001",31136,726,"Income Per Capita","Fairfield, Ohio"
"2067","39047","Fayette","Ohio","B19301_001",24931,1040,"Income Per Capita","Fayette, Ohio"
"2068","39049","Franklin","Ohio","B19301_001",32552,265,"Income Per Capita","Franklin, Ohio"
"2069","39051","Fulton","Ohio","B19301_001",28411,1009,"Income Per Capita","Fulton, Ohio"
"2070","39053","Gallia","Ohio","B19301_001",22588,1305,"Income Per Capita","Gallia, Ohio"
"2071","39055","Geauga","Ohio","B19301_001",42149,1641,"Income Per Capita","Geauga, Ohio"
"2072","39057","Greene","Ohio","B19301_001",34682,759,"Income Per Capita","Greene, Ohio"
"2073","39059","Guernsey","Ohio","B19301_001",23599,1023,"Income Per Capita","Guernsey, Ohio"
"2074","39061","Hamilton","Ohio","B19301_001",34125,378,"Income Per Capita","Hamilton, Ohio"
"2075","39063","Hancock","Ohio","B19301_001",30794,1047,"Income Per Capita","Hancock, Ohio"
"2076","39065","Hardin","Ohio","B19301_001",22329,735,"Income Per Capita","Hardin, Ohio"
"2077","39067","Harrison","Ohio","B19301_001",24108,1233,"Income Per Capita","Harrison, Ohio"
"2078","39069","Henry","Ohio","B19301_001",28328,1191,"Income Per Capita","Henry, Ohio"
"2079","39071","Highland","Ohio","B19301_001",22624,936,"Income Per Capita","Highland, Ohio"
"2080","39073","Hocking","Ohio","B19301_001",24138,974,"Income Per Capita","Hocking, Ohio"
"2081","39075","Holmes","Ohio","B19301_001",22923,1024,"Income Per Capita","Holmes, Ohio"
"2082","39077","Huron","Ohio","B19301_001",25375,792,"Income Per Capita","Huron, Ohio"
"2083","39079","Jackson","Ohio","B19301_001",22117,1169,"Income Per Capita","Jackson, Ohio"
